t,lat,lon,alt,v1,v2,v3,a1,a2,a3
2785,44.5305096457055,87.517301673554,416390.321166525,-6198.22421392807,2915.1169065453,-2694.87215980126,0.158576427287218,-5.24466283084667,-6.05880216638476
2790,44.370390511623,87.8893698125014,416364.597571039,-6197.3426270927,2888.84713564698,-2725.12304435807,0.194054088592441,-5.26322442209214,-6.04151959032985
2795,44.2089248255695,88.2592961324213,416338.600593189,-6196.28370025293,2862.4849076618,-2755.28703528412,0.229512275162982,-5.28164557307456,-6.02404480674359
2800,44.0461272874383,88.6270868869759,416312.336027983,-6195.04754155592,2836.03090799293,-2785.36317292484,0.264950022107268,-5.29992573227067,-6.00637836838803
2805,43.8820125146708,88.9927482750243,416285.809710776,-6193.6342390023,2809.48587932441,-2815.35050038263,0.300366321487295,-5.31806435144071,-5.98852082537097
2810,43.7165950396403,89.3562874339866,416259.027515626,-6192.04391058741,2782.85051255526,-2845.24806350467,0.335760214312592,-5.3360608800435,-5.97047272553847
2815,43.5498893071735,89.7177117524262,416231.995353831,-6190.27667077755,2756.12551951497,-2875.05491087297,0.371130727370101,-5.35391476701535,-5.95223461512351
2820,43.3819096722099,90.0770291913981,416204.719172615,-6188.3326469115,2729.31159663749,-2904.77009379845,0.406476903368476,-5.37162545812061,-5.93380703960639
2825,43.212670397593,90.4342475974223,416177.204954023,-6186.2119470939,2702.4094976014,-2934.3926663196,0.441797736936123,-5.38919240009474,-5.9151905447478
2830,43.0421856519919,90.7893756966488,416149.458713931,-6183.91470848279,2675.41992439083,-2963.92168520688,0.477092268113643,-5.40661503353864,-5.89638567774149
2835,42.8704695079495,91.1424225763639,416121.486501249,-6181.44107280429,2648.34358181436,-2993.35620997283,0.512359534653595,-5.42389279587737,-5.8773929884359
2840,42.6975359400537,91.4933971667257,416093.294397242,-6178.79116329346,2621.18123190658,-3022.69530288838,0.547598523585705,-5.44102512642645,-5.85821303056616
2845,42.5233988232291,91.8423092356205,416064.888514948,-6175.96513156848,2593.93358510372,-3051.9380290054,0.582808266193246,-5.45801145814736,-5.83884636294369
2850,42.3480719311448,92.1891688708716,416036.27499871,-6172.96313385967,2566.6013547067,-3081.08345618483,0.617987790459731,-5.47485122218482,-5.81929355055112
2855,42.1715689347366,92.5339859627126,416007.460023753,-6169.78530867601,2539.18531119412,-3110.1306551299,0.653136072831286,-5.49154385440249,-5.7995551654966
2860,41.9939034008388,92.8767711993809,415978.449795819,-6166.43182224257,2511.68617353268,-3139.07869942393,0.688252134730471,-5.50808878569539,-5.77963178779134
2865,41.8150887909238,93.2175355500838,415949.250550785,-6162.90284544162,2484.1046635625,-3167.92666557127,0.723334995147972,-5.52448544773198,-5.75952400591926
2870,41.6351384599448,93.5562897482475,415919.868554308,-6159.19853220209,2456.44156020294,-3196.67363304059,0.758383622510238,-5.54073328054091,-5.73923241718136
2875,41.4540656552811,93.8930452878796,415890.310101423,-6155.31906347823,2428.69759092293,-3225.31868430943,0.793397032519929,-5.55683172094554,-5.71875762781006
2880,41.2718835157797,94.22781390733,415860.581516109,-6151.26462490276,2400.87348603305,-3253.86090490868,0.828374240642822,-5.57278020906665,-5.69810025285475
2885,41.0886050708928,94.5606070733253,415830.689150786,-6147.035385899,2372.97003277325,-3282.29938346576,0.863314213767453,-5.58857819653525,-5.67726091585618
2890,40.9042432399073,94.8914369781365,415800.639385781,-6142.63154218469,2344.98796697237,-3310.6332117461,0.898215968980628,-5.60422513267041,-5.65624024833737
2895,40.7188108312628,95.2203160241413,415770.438628734,-6138.05329414097,2316.92802723918,-3338.86148469134,0.933078525562956,-5.61972047141427,-5.63503888914327
2900,40.5323205419568,95.5472563086529,415740.093313931,-6133.30082665347,2288.79100892476,-3366.98330045398,0.967900856046345,-5.63506367991425,-5.61365748367376
2905,40.3447849570323,95.8722706218987,415709.609901613,-6128.37435013028,2260.57765600672,-3394.99776042829,1.00268198550593,-5.65025422228018,-5.59209668305876
2910,40.1562165491472,96.1953719323776,415678.994877254,-6123.27407959683,2232.28871517445,-3422.90396927677,1.03742094271097,-5.66529156687078,-5.57035714332433
2915,39.96662767822,96.5165728724984,415648.254750846,-6118.00021527798,2203.92498965905,-3450.70103495254,1.07211671027833,-5.68017519525845,-5.54843952460235
2920,39.776030591152,96.8358867373495,415617.396056142,-6112.55298212421,2175.48723137971,-3478.38806871825,1.10676832420339,-5.6949045836808,-5.52634449043468
2925,39.584437421621,97.1533269708579,415586.425349984,-6106.93260964713,2146.97619491508,-3505.9641851616,1.14137482400502,-5.70947921087173,-5.50407270721475
2930,39.3918601899443,97.4689066522084,415555.349211656,-6101.13931325639,2118.3926911953,-3533.42850220845,1.17593520189622,-5.72389856767788,-5.48162484380711
2935,39.1983108030094,97.7826394954061,415524.174242284,-6095.17333229161,2089.73747994104,-3560.78014113486,1.2104485025331,-5.73816213654625,-5.45900157137548
2940,39.0038010542679,98.0945393362038,415492.907064354,-6089.03491061246,2061.01132351203,-3588.0182265785,1.24491377225767,-5.75226940027753,-5.43620356343891
2945,38.8083426237912,98.4046196193105,415461.554321312,-6082.724278705,2032.2150404457,-3615.14188655102,1.27933000748182,-5.76621985269768,-5.41323149616676
2950,38.6119470783851,98.7128943987014,415430.122677254,-6076.24169021367,2003.34939821776,-3642.15025245269,1.31369625488908,-5.78001297660251,-5.39008604891022
2955,38.4146258717602,99.0193778253128,415398.618816752,-6069.58740329785,1974.41516694893,-3669.04245909001,1.3480115601195,-5.79364825382868,-5.36676790495692
2960,38.216390344756,99.3240836349902,415367.049444764,-6062.76166351574,1945.413172774,-3695.81764469762,1.38227491576076,-5.80712517734144,-5.34327775248558
2965,38.0172517256156,99.6270261495479,415335.421286654,-6055.7647388477,1916.34419094184,-3722.47495096569,1.4164853624004,-5.82044322795469,-5.3196162856835
2970,37.8172211303097,99.9282197651853,415303.741088288,-6048.59690182371,1887.20899936027,-3749.01352307288,1.45064193719963,-5.83360188595923,-5.29578420598694
2975,37.6163095629058,100.227678441163,415272.015616211,-6041.25841318781,1858.00843177118,-3775.43250972583,1.48474362193878,-5.84660064478331,-5.27178222339476
2980,37.4145279159812,100.525416701561,415240.251657845,-6033.74955539638,1828.74327120932,-3801.7310632054,1.51878944530132,-5.85943898656761,-5.24761105779596
2985,37.2118869710781,100.821449124401,415208.456021707,-6026.07061551565,1799.41430336019,-3827.90833941937,1.55277843171592,-5.87211639532217,-5.22327144026142
2990,37.0083973991969,101.115789831004,415176.635537629,-6018.22186966276,1770.0223695199,-3853.96349796123,1.58670954977144,-5.88463237203712,-5.19876411424267
2995,36.8040697613276,101.408453488427,415144.797056889,-6010.20361495926,1740.56826042917,-3879.895702175,1.62058181593679,-5.89698640891036,-5.17408983661499
3000,36.5989145090154,101.699454799249,415112.947452289,-6002.01615319287,1711.05276942415,-3905.70411922443,1.65439424382325,-5.90917800373771,-5.14924937852964
3005,36.3929419849601,101.988807991571,415081.093618093,-5993.6597760288,1681.47674516168,-3931.38792016601,1.68814579302708,-5.92120667610783,-5.12424352602987
3010,36.1861624236464,102.276527822097,415049.24246982,-5985.13479539713,1651.84098585173,-3956.94628002449,1.72183547420466,-5.93307193987621,-5.0990730803861
3015,35.9785859520044,102.562629066534,415017.400943857,-5976.44152791299,1622.14629218687,-3982.37837786921,1.75546229861486,-5.94477331833393,-5.07373885814801
3020,35.7702225900976,102.847126010216,414985.575996866,-5967.58028085385,1592.39351981754,-4007.68339688993,1.78902522716041,-5.95631036101502,-5.04824169089563
3025,35.5610822518379,103.130033451765,414953.774604961,-5958.5513809619,1562.58347401601,-4032.86052447085,1.82252327645988,-5.96768261396644,-5.02258242467573
3030,35.3511747457248,103.411366194092,414922.00376267,-5949.35515962205,1532.71696237254,-4057.90895226089,1.85595546828877,-5.97888963525518,-4.99676191916216
3035,35.1405097756097,103.69113853557,414890.270481626,-5939.99193960424,1502.79484701908,-4082.82787623906,1.88932077837634,-5.9899310119947,-4.97078104655347
3040,34.929096941481,103.969365274261,414858.581789025,-5930.46206227073,1472.81793975599,-4107.616496774,1.92261824296469,-6.0008063280936,-4.94464069022624
3045,34.7169457402719,104.246061031363,414826.944725877,-5920.76586928329,1442.78707188632,-4132.27401867603,1.95584689002182,-6.01151518558644,-4.91834174321865
3050,34.5040655666868,104.521240583388,414795.366345003,-5910.90371128308,1412.70305933026,-4156.7996512414,1.98900577548642,-6.0220571930225,-4.89188510656871
3055,34.2904657140476,104.794918185941,414763.853708869,-5900.87593116995,1382.56677196126,-4181.19260828787,2.02209391347236,-6.03243198802129,-4.86527168758184
3060,34.0761553751574,105.067108578626,414732.413887225,-5890.68288917826,1352.37902941167,-4205.45210818177,2.05511038273331,-6.04263920162894,-4.83850239805981
3065,33.8611436431807,105.33782647724,414701.053954647,-5880.32494985293,1322.14065322382,-4229.57737385609,2.08805427412067,-6.05267847412049,-4.81157815258025
3070,33.6454395125397,105.607086066109,414669.78098796,-5869.8024706176,1291.85251847416,-4253.56763282016,2.12092463719759,-6.06254947239067,-4.78449986686606
3075,33.4290518798246,105.874902003468,414638.602063616,-5859.11582525607,1261.51545012955,-4277.42211716169,2.15372058634956,-6.07225185210296,-4.75726845628709
3080,33.211989544718,106.141288914094,414607.524255048,-5848.2653916852,1231.13027495864,-4301.1400635416,2.18644124707267,-6.08178527404929,-4.72988483456349
3085,32.9942612109321,106.406260882088,414576.554630077,-5837.25154133278,1200.69787288952,-4324.72071318295,2.21908570148306,-6.09114942224095,-4.70234991269301
3090,32.7758754871564,106.669832456673,414545.700248355,-5826.07466102904,1170.21907394852,-4348.16331185527,2.25165309415644,-6.1003439643239,-4.67466459812699
3095,32.5568408880167,106.932018145244,414514.968158948,-5814.73514159316,1139.69470991836,-4371.4671098553,2.28414257746732,-6.10936856896388,-4.64682979422853
3100,32.3371658350441,107.192831906551,414484.365398025,-5803.23336803508,1109.12566541637,-4394.63136198569,2.3165532562978,-6.11822292509994,-4.61884640000887
3105,32.116858657651,107.45228815689,414453.898986734,-5791.56973985913,1078.51277543724,-4417.65532753332,2.34888429394722,-6.12690670108171,-4.59071531014133
3110,31.8959275941164,107.710401263534,414423.575929265,-5779.74466047516,1047.8568767399,-4440.5382702481,2.38113485695849,-6.13541956347287,-4.56243741524483
3115,31.6743807925761,107.967185038281,414393.403211113,-5767.75852823275,1017.15885862664,-4463.27945832392,2.4133040595024,-6.14376119780055,-4.53401360240792
3120,31.45222631202,108.222653744014,414363.387797558,-5755.61175513276,986.419561105425,-4485.87816438282,2.44539106981881,-6.15193126669315,-4.50544475593142
3125,31.2294721232926,108.476821588469,414333.536632358,-5743.30475706658,955.639825984375,-4508.33366546328,2.47739505502773,-6.15992943028009,-4.47673175824649
3130,31.0061261100984,108.729702218147,414303.856636675,-5730.83794568454,924.820547325217,-4530.64524301335,2.50931512567487,-6.1677553685238,-4.44787549096592
3135,30.7821960700097,108.981309725176,414274.354708178,-5718.21174550341,893.962570243476,-4552.81218288956,2.54115044310814,-6.17540873837649,-4.41887683603732
3140,30.5576897154758,109.231658141419,414245.037720351,-5705.4265849715,863.066741683731,-4574.83377536151,2.57290016467102,-6.18288919568329,-4.38973667693603
3145,30.3326146748349,109.480760932682,414215.912521961,-5692.48288916543,832.133960528019,-4596.70931512239,2.60456338873425,-6.19019641892456,-4.36045589985886
3150,30.1069784933251,109.728632005896,414186.985936678,-5679.38109527834,801.165077046724,-4618.43810130571,2.63613926322374,-6.19733006516157,-4.33103539489268
3155,29.8807886340959,109.975285203507,414158.264762807,-5666.12164450315,770.160943335762,-4640.01943750743,2.66762693136232,-6.20428979313602,-4.30147605709587
3160,29.6540524792185,110.220733797969,414129.755773085,-5652.70497554948,739.122463061114,-4661.45263181317,2.69902547726864,-6.21107528806818,-4.2717787874707
3165,29.4267773306951,110.464991499196,414101.465714586,-5639.1315384954,708.050491581283,-4682.73699683034,2.73033403559007,-6.21768621602774,-4.24194449381902
3170,29.1989704114658,110.708071949223,414073.401308604,-5625.40178748086,676.945886032182,-4703.87184972382,2.76155173770206,-6.22412224783426,-4.21197409143238
3175,28.9706388664131,110.949988216955,414045.569250554,-5611.51617503744,645.809554693166,-4724.85651225473,2.79267765771103,-6.23038308452071,-4.1818685036199
3180,28.7417897633639,111.190753805861,414017.976209862,-5597.47516428868,614.642357809031,-4745.69031082169,2.82371092291785,-6.23646840978172,-4.1516286620882
3185,28.5124300940872,111.430382148884,413990.6288298,-5583.27922244899,583.445157311634,-4766.37257650328,2.85465066019169,-6.24237791434441,-4.12125550714334
3190,28.2825667752892,111.668886103402,413963.533727231,-5568.92881596219,552.218865801649,-4786.90264510118,2.88549594205136,-6.24811132181774,-4.09074998774096
3195,28.0522066496036,111.906278959167,413936.69749232,-5554.42442104112,520.964348099121,-4807.27985718343,2.91624589757163,-6.25366833901869,-4.06011306141668
3200,27.8213564865778,112.142573933399,413910.126688116,-5539.76651797179,489.682470597885,-4827.5035581268,2.94689965857421,-6.25904868066319,-4.02934569408179
3205,27.5900229836548,112.377783665983,413883.827850062,-5524.95558706248,458.374149855608,-4847.57309815785,2.97745630544288,-6.26425209551995,-3.99844885972325
3210,27.3582127671494,112.61192122758,413857.807485392,-5509.99211751866,427.040254907272,-4867.48783239262,3.00791497810123,-6.26927831462976,-3.96742354004837
3215,27.12593239322,112.844999614924,413832.072072454,-5494.87660255758,395.681656245463,-4887.24712087415,3.03827482173175,-6.27412707637704,-3.93627072406384
3220,26.893188348835,113.077031246194,413806.628059925,-5479.60953617382,364.299274015828,-4906.85032860771,3.06853493207608,-6.27879815307342,-3.90499140762926
3225,26.6599870527332,113.308028969305,413781.481865943,-5464.19142035056,332.893981121198,-4926.29682559419,3.0986944662517,-6.28329129726935,-3.8735865930221
3230,26.4263348563785,113.538005557365,413756.639877213,-5448.62276099289,301.466651822301,-4945.585986861,3.12875258786361,-6.28760626742842,-3.84205728849878
3235,26.1922380449096,113.76697320422,413732.108447992,-5432.90406551826,270.018209528787,-4964.71719249082,3.15870841171942,-6.29174285519004,-3.81040450788285
3240,25.9577028380818,113.994944532884,413707.893899082,-5417.03584840718,238.549530722375,-4983.68982764871,3.1885611144292,-6.29570083006487,-3.77862927020686
3245,25.7227353912041,114.221932091159,413684.002516774,-5401.0186279642,207.061493165319,-5002.5032826072,3.21830987895895,-6.29947996597982,-3.74673259938121
3250,25.4873417960689,114.447947847307,413660.440551785,-5384.85292474148,175.555023276395,-5021.15695276989,3.2479538388591,-6.3030800694774,-3.7147155239087
3255,25.2515280818754,114.673004198632,413637.21421818,-5368.53926543154,144.031000893561,-5039.65023869396,3.27749218875268,-6.30650092305093,-3.68257907665939
3260,25.015300216146,114.897113467227,413614.329692306,-5352.07818046312,112.490307076263,-5057.98254611147,3.30692412851234,-6.30974231275803,-3.65032429466881
3265,24.7786641056361,115.120287395765,413591.793111756,-5335.47020326351,80.9338710510193,-5076.15328594959,3.3362488072111,-6.3128040575094,-3.61795221896854
3270,24.5416255972365,115.34253815621,413569.610574333,-5318.71587249389,49.3625758328129,-5094.16187435047,3.3654654336817,-6.3156859511713,-3.58546389445693
3275,24.3041904788687,115.563877677578,413547.788137063,-5301.81573043167,17.7773211601974,-5112.00773269011,3.39457320200785,-6.31838780125295,-3.55286036976622
3280,24.0663644803731,115.784317982334,413526.331815225,-5284.77032333484,-13.8210077814338,-5129.69028759678,3.42357132811944,-6.32090940949352,-3.52014269714582
3285,23.8281532743904,116.003870514233,413505.24758142,-5267.58020149606,-45.4314783126287,-5147.20897096869,3.45245897520355,-6.32325061226567,-3.48731193233187
3285.44892770373,23.80674669859,116.023540163392,413503.372928335,-5266.02971599614,-48.2702084238032,-5148.77385903894,3.45504724040423,-6.3234519838371,-3.48435870756391
3285.44892770376,23.8067466985882,116.023540163394,413503.372928337,-5266.02971599601,-48.270208424047,-5148.77385903907,3.45504724040446,-6.32345198383711,-3.48435870756367
3290,23.5895624772342,116.222547147158,413484.541364674,-5250.24591926387,-77.053203461948,-5164.56321999129,3.48123536460766,-6.32541122095941,-3.45436913442492
3295,23.350597649758,116.440359681132,413464.219049556,-5232.76803459604,-108.68529517596,-5181.75247715363,3.50989971995935,-6.32739105201382,-3.42131536573765
3300,23.1112642982138,116.657319338347,413444.28647533,-5215.14711028367,-140.326818440987,-5198.77619026389,3.53845121123523,-6.32918995848576,-3.38815169162693
3305,22.8715678751032,116.873437772099,413424.749435138,-5197.38371230652,-171.976883580653,-5215.63381246443,3.56688906600217,-6.33080776894622,-3.35487918032663
3310,22.6315137800217,117.088726562891,413405.613675173,-5179.47841022331,-203.634599921692,-5232.32480224555,3.5952125136891,-6.33224431824485,-3.32149890275356
3315,22.3911073604956,117.303196714536,413386.884893887,-5161.43177923342,-235.299030394376,-5248.84862345832,3.62342072983204,-6.33349947972741,-3.28801193230911
3320,22.1503539128105,117.516859663189,413368.568741203,-5143.24439686141,-266.969282901622,-5265.20474532678,3.65151294761032,-6.33457310246586,-3.25441934469888
3325,21.9092586828342,117.729726773511,413350.670817701,-5124.91684418221,-298.64446444993,-5281.39264245884,3.67948840224397,-6.33546504257184,-3.22072221775075
3330,21.6678268668313,117.941808834854,413333.196673862,-5106.44970871789,-330.323636236976,-5297.41179485645,3.70734627536784,-6.33617519590741,-3.18692163125761
3335,21.4260636122701,118.153117070365,413316.151809247,-5087.84357944783,-362.005904066576,-5313.26168792529,3.73508580675693,-6.33670343355617,-3.15301866686824
3340,21.1839740186232,118.363662633216,413299.541671734,-5069.09904886734,-393.690372952236,-5328.94181248374,3.7627062387771,-6.33704963360697,-3.11901440800889
3345,20.9415631381608,118.573456102858,413283.371656704,-5050.21671671819,-425.376102699583,-5344.45166477161,3.79020676081333,-6.33721371432179,-3.08490993985904
3350,20.6988359767358,118.782508494176,413267.647106262,-5031.19718332251,-457.062197339337,-5359.79074645916,3.81758662106374,-6.33719556788339,-3.05070634939813
3355,20.4557974945627,118.990830753784,413252.373308447,-5012.04105247455,-488.747760212034,-5374.95856465624,3.84484507097648,-6.3369950926972,-3.01640472550253
3360,20.2124526069888,119.198433256336,413237.555496449,-4992.74893600462,-520.431850051768,-5389.95463192206,3.871981309672,-6.33661222710174,-2.98200615910646
3365,19.9688061852581,119.405326813729,413223.198847833,-4973.32144543647,-552.11356941321,-5404.77846627621,3.89899459571529,-6.33604688153629,-2.94751174343232
3370,19.7248630572676,119.611522171453,413209.308483786,-4953.75919571265,-583.792020245785,-5419.42959121063,3.92588419150423,-6.33529897150079,-2.9129225742629
3375,19.480628008317,119.817029504938,413195.889468377,-4934.06281059226,-615.46626048755,-5433.90753570319,3.95264930766455,-6.33436845196349,-2.8782397502576
3380,19.2361057818503,120.021859428818,413182.946807811,-4914.23291263247,-647.135391464846,-5448.21183423305,3.97928921474844,-6.33325524813715,-2.843464373306
3385,18.9913010801899,120.226022493306,413170.48544976,-4894.27012774831,-678.798513966158,-5462.34202679762,4.0058031875755,-6.33195928925573,-2.80859754888722
3390,18.746218565264,120.429528680596,413158.510282652,-4874.17509144443,-710.454685358971,-5476.29765893137,4.03219044961232,-6.3304805438244,-2.77364038642828
3395,18.5008628593253,120.632388414149,413147.02613504,-4853.9484371223,-742.103005940828,-5490.07828172657,4.05845028456667,-6.32881894916323,-2.73859399964852
3400,18.2552385456633,120.834612055116,413136.037774955,-4833.59080147489,-773.742575527355,-5503.68345185547,4.08458198070111,-6.32697444610242,-2.70345950686075
3405,18.0093501693083,121.036209398762,413125.549909307,-4813.10283155263,-805.372451104014,-5517.11273159379,4.11058477521336,-6.32494701514863,-2.66823803122127
3410,17.7632022377282,121.237190683791,413115.5671833,-4792.4851713979,-836.991732112404,-5530.36568884566,4.13645796569928,-6.32273660486551,-2.63293070091764
3415,17.5167992215173,121.437566088795,413106.094179861,-4771.73846827503,-868.599517565034,-5543.44189716895,4.16220085444837,-6.32034316749557,-2.59753864927565
3420,17.2701455550789,121.637345228707,413097.135419105,-4750.86338057029,-900.194864246976,-5556.34093580098,4.18781269283253,-6.3177666960152,-2.56206301478445
3425,17.0232456372988,121.836538164151,413088.695357784,-4729.86056275604,-931.776870918427,-5569.06238968444,4.21329279259236,-6.31500715132813,-2.52650494103803
3430,16.7761038322128,122.035154897908,413080.778388774,-4708.73067245639,-963.344635970117,-5581.60584949242,4.2386404701118,-6.31206449873065,-2.49086557659087
3435,16.5287244696671,122.233204871408,413073.388840552,-4687.4743791809,-994.897216188015,-5593.97091165271,4.26385499080973,-6.30893874575156,-2.45514607473826
3440,16.2811118459702,122.430697974087,413066.53097669,-4666.0923476217,-1026.43370985308,-5606.15717837088,4.28893568019916,-6.30562986807228,-2.41934759323078
3445,16.0332702245394,122.62764403988,413060.208995354,-4644.58524555479,-1057.95321494998,-5618.16425765172,4.31388186813981,-6.30213784670921,-2.38347129393755
3450,15.7852038365406,122.824052343728,413054.427028784,-4622.95375340801,-1089.45478850375,-5629.99176331883,4.33869283323467,-6.29846270651309,-2.34751834247818
3455,15.53691688152,123.019932610959,413049.189142805,-4601.1985458941,-1120.93752855911,-5641.63931503254,4.36336791363635,-6.29460444072473,-2.31148990783991
3460,15.2884135280309,123.215294513793,413044.499336316,-4579.32030074837,-1152.40053295089,-5653.10653830578,4.38790645130497,-6.29056304876589,-2.27538716200533
3465,15.039697914254,123.410147167869,413040.361540806,-4557.31970913006,-1183.84285922305,-5664.39306451806,4.41230773645727,-6.28633857530309,-2.23921127961152
3470,14.7907741486103,123.604500141637,413036.779619836,-4535.19745559564,-1215.26360546519,-5675.49853092819,4.43657111813938,-6.28193103339848,-2.2029634376554
3475,14.5416463103698,123.79836295288,413033.75736856,-4512.9542276717,-1246.6618696546,-5686.42258068534,4.46069594857597,-6.27734044285543,-2.16664481527046
3480,14.2923184502537,123.991744565252,413031.298513252,-4490.5907270887,-1278.03671016451,-5697.16486283937,4.48468152777418,-6.27256686981735,-2.13025659358671
3485,14.0427945910298,124.184654397689,413029.40671081,-4468.1076480969,-1309.38722543836,-5707.72503235065,4.50852721394211,-6.26761034853484,-2.09379995567603
3490,13.7930787281039,124.377101652837,413028.085548316,-4445.50569180616,-1340.71250086813,-5718.10275009987,4.5322323496879,-6.26247093357474,-2.05727608659952
3495,13.5431748301046,124.569095654096,413027.338542567,-4422.78555858086,-1372.01163511309,-5728.29768289826,4.55579629879962,-6.25714867348075,-2.02068617354514
3500,13.2930868394632,124.760645174063,413027.169139633,-4399.94796403514,-1403.28368816639,-5738.30950349872,4.5792183728619,-6.25164366421297,-1.98403140605736
3505,13.0428186729872,124.951759443946,413027.58071443,-4376.99361514185,-1434.52775944652,-5748.13789060841,4.60249794162428,-6.2459559691744,-1.94731297633158
3510,12.7923742224292,125.142447650129,413028.576570281,-4353.92322174182,-1465.74294850589,-5757.78252890285,4.62563437809524,-6.24008565892643,-1.91053207957172
3515,12.5417573550505,125.332718430714,413030.159938496,-4330.7375097028,-1496.92831694669,-5767.24310904185,4.64862700403975,-6.23403285213819,-1.87368991438085
3520,12.2909719141783,125.52258088496,413032.333977919,-4307.4371953724,-1528.0829653048,-5776.51932768758,4.67147520037079,-6.22779763436845,-1.83678768314842
3525,12.0400217197584,125.712044069834,413035.101774503,-4284.02299790788,-1559.20599435739,-5785.61088752443,4.69417835270181,-6.22138009839436,-1.79982659242363
3530,11.7889105689021,125.901116496578,413038.466340825,-4260.49565324863,-1590.29646765806,-5794.51749728055,4.71673579731861,-6.21478038574033,-1.76280785323713
3535,11.5376422364282,126.089807140131,413042.430615583,-4236.85588691392,-1621.35348719282,-5803.23887175102,4.73914693151202,-6.20799860421485,-1.72573268133205
3540,11.2862204753985,126.278124935707,413046.997463062,-4213.10442714598,-1652.37615529735,-5811.77473182172,4.76141115950762,-6.20103486879419,-1.68860229729792
3545,11.0346490176503,126.466078275352,413052.169672534,-4189.24201969016,-1683.36353781888,-5820.12480449356,4.78352783877776,-6.19388934365768,-1.65141792657534
3550,10.7829315743213,126.65367601737,413057.949957605,-4165.26939893967,-1714.31473852523,-5828.28882290656,4.80549639009102,-6.18656215842719,-1.61418079930541
3555,10.5310718363706,126.840926982907,413064.340955507,-4141.18730188797,-1745.22886163934,-5836.26652636263,4.82731624359619,-6.17905344951,-1.57689215003276
3560,10.279073475096,127.027839452497,413071.345226279,-4116.99648371352,-1776.10497563418,-5844.05766034642,4.84898678521369,-6.17136340254227,-1.53955321724883
3565,10.0269401426438,127.214422175508,413078.965251922,-4092.69768727762,-1806.94218637617,-5851.6619765437,4.87050746607503,-6.16349216727216,-1.502165242774
3570,9.77467547251671,127.400683866703,413087.203435427,-4068.29165788653,-1837.73960028206,-5859.07923285614,4.89187774845797,-6.15543989928155,-1.4647294710082
3575,9.52228308007674,127.586632702808,413096.062099759,-4043.77915968139,-1868.49628875364,-5866.309193412,4.91309705195598,-6.14720680277425,-1.42724714806158
3580,9.2697665630429,127.772277331932,413105.543486776,-4019.1609435015,-1899.21136003363,-5873.35162857246,4.93416486197222,-6.13879304410546,-1.38971952079105
3585,9.0171295019866,127.957626370147,413115.649756048,-3994.43776245989,-1929.88392299175,-5880.20631493271,4.95508067524458,-6.13019879387818,-1.35214783578887
3590,8.76437546082338,128.142687898024,413126.382983682,-3969.61038914456,-1960.51305220263,-5886.87303531807,4.97584394556819,-6.12142427011212,-1.31453333835572
3595,8.51150798730031,128.327470470094,413137.745161095,-3944.67958186163,-1991.09785849757,-5893.35157877509,4.99645419114102,-6.11246965052673,-1.27687727150235
3600,8.25853061348154,128.511982611382,413149.738193764,-3919.64610103308,-2021.63745338315,-5899.6417405577,5.01691093957641,-6.10333511512959,-1.23918087502939
3605,8.00544685623119,128.696232313965,413162.363900051,-3894.5107272151,-2052.13091477154,-5905.74332210905,5.03721367316222,-6.09402088991577,-1.20144538472448
3610,7.7522602176926,128.88022804641,413175.624010008,-3869.27422574012,-2082.57735620804,-5911.65613103991,5.05736193507807,-6.08452715813139,-1.16367203172258
3615,7.49897418576643,129.063978250325,413189.520164276,-3843.937363942,-2112.97589193391,-5917.37998110409,5.07735527405378,-6.0748541035653,-1.12586204206331
3620,7.24559223458671,129.247490836904,413204.05391313,-3818.50092999775,-2143.32560327765,-5922.91469217231,5.09719318940656,-6.06500195501468,-1.08801663647366
3625,6.99211782499364,129.430774196361,413219.226715572,-3792.96569598326,-2173.62560654502,-5928.26009020574,5.11687523641776,-6.05497089680854,-1.05013703040468
3630,6.73855440500582,129.613836694478,413235.039938626,-3767.33243592868,-2203.87501873867,-5933.41600723014,5.13640097104276,-6.044761113043,-1.01222443432401
3635,6.48490541029047,129.796686169149,413251.494856823,-3741.60194548367,-2234.07292462294,-5938.38228131221,5.15576989519651,-6.03437283303906,-0.974280054267272
3640,6.2311742646307,129.979330939818,413268.592651828,-3715.77500339545,-2264.21844326848,-5943.15875653944,5.17498156177204,-6.02380624135725,-0.936305092646419
3645,5.97736438039204,130.16177930402,413286.334412312,-3689.85239039006,-2294.31069444299,-5947.74528300441,5.19403551995332,-6.01306152313425,-0.898300749278578
3650,5.72347915898699,130.344039033932,413304.721134049,-3663.83490965257,-2324.34876636652,-5952.14171679475,5.21293126131551,-6.00213891063567,-0.860268222608356
3655,5.46952199133628,130.526118385801,413323.753720177,-3637.7233467297,-2354.33178090266,-5956.34791998982,5.23166832499599,-5.99103859284203,-0.822208711089915
3660,5.21549625832901,130.708025596497,413343.432981743,-3611.51848922313,-2384.25886063795,-5960.3637606643,5.25024624413202,-5.97976076185874,-0.784123414661307
3665,4.96140533128055,130.889768380055,413363.759638377,-3585.22114806944,-2414.12909734274,-5964.18911289938,5.26866449323935,-5.96830566046543,-0.746013536261875
3670,4.70725257238651,131.071354937118,413384.734319216,-3558.83211586125,-2443.94161580284,-5967.82385680168,5.28692259388344,-5.95667349113197,-0.707880283339573
